23,గుటకపడని అగ్గి ఉండ సాగరాన ఈదుకుంటు తూరుపింట తేలుతుందిరా
24,నొప్పిలేని నిమిషమేది జననమైన మరణమైన జీవితాన అడుగు అడుగున
25,నీరసించి నిలిచిపోతె నిమిషమైన నీది కాదు బ్రతుకు అంటె నిత్య ఘర్షణ
26,దేహముంది.. ప్రాణముంది.. నెత్తురుంది ..సత్తువుంది... ఇంతకన్న సైన్యముండునా
27,ఆశ నీకు అస్త్రమౌను శ్వాస నీకు శస్త్రమౌను ఆశయమ్ము సారెదెవరురా
28,ఒక్కసారి ఒక్కసారి నవ్వి చూడయో  అందమైన జీవితాన్ని దువ్వి చూడయో  
29,సాహసం శ్వాసగా సాగిపో సోదరా సాగరం ఈదటం తేలికేం కాదురా
30,మనసులో నీవైన భావాలే బయట కనిపిస్తాయి దృశ్యాలై
31,పరుగాపక పయనించవే తలపులనావా కెరటాలకు తలవంచితే తరగదు త్రోవ
32,నీ ప్రశ్నలు నీవే ఎవ్వరో బదులివ్వరుగా నీ చిక్కులు నీవే ఎవ్వరూ విడిపించరుగా
33,పెదవులపై విరబూసే నవ్వుపువ్వులు వాడవురా సరదాగా నవ్వేస్తే దిగులు నిన్నిక చూడదురా
34,రాత్రిలో సొగసు ఏమిటో చూపటానికే చుక్కలు బతుకులో తీపి ఏమిటో చెప్పడానికే చిక్కులు
35,నవ్వంటూ తోడుంటే చందమామవి నువ్వే నీ చుట్టూ చీకటికి వెండి వెన్నెల నీ నవ్వే
36,కాలానికే తెలియాలిగా ముందున్న మలుపేమిటో పోరాటమే తేల్చాలిగా రానున్న గెలుపేమిటో
37,ఏ గాలో నిన్ను తరుముతుంటే అల్లరిగా ఆగాలో లేదో తెలియదంటే చెల్లదుగా
38,పొరబాటున చెయిజారిన తరుణం తిరిగొస్తుందా ప్రతిపూటొక పుటగా తన పాఠం వివరిస్తుందా?
39,కునికే మన కను రెపల్లొ వెలిగిద్దాం రంగుల స్వప్నం ఇదిగొ నీ దారి ఇటు ఉందని సూరిడిని రా రమ్మందాం
40,సందేహిస్తుంటే అతిగా..సంకల్పం నెరవేరదుగా ఆలోచన కన్న త్వరగా..అడుగేద్దాం ఆరంభంగా
41,మొదలెట్టక ముందే ముగిసే కధ కాదే మన ఈ పయనం సమరానికి సై అనగలిగే సంసిద్దత పేరే విజయం
42,కయ్యమో నెయ్యమో చెయ్యకు కాలక్షేపానికి
43,గాలిలో కత్తులే దుయ్యకు - శత్రువు లేని దాడికి
44,ఊహతో నిచ్చెనే వెయ్యకు - అందని గగనానికి
45,వ్యర్ధం గా వదిలేస్తే వందేళ్ళు ఎందుకు మనకి
46,మనిషి భయపడాలి... తప్పు పనులకి! భయము భయపడాలి...  మనిషి పంచికి!
47,చుట్టమల్లె కష్టమోస్తే కళ్ళనీళ్ళు పెట్టుకుంటు... కాళ్లు కడిగి స్వాగతించకు.. ఒక చిన్న నవ్వు నవ్వి సాగనంపకుండా.. లేనిపోని సేవ చేయకు.
48,ప్రపంచం నీలో ఉందని చెప్పేదాకా.. ఆ నిజం తెలుసుకోవా! తెలిస్తే ప్రతి చోటా నిన్ను నీవే కలుసుకుని పలకరించుకోవా!
49,మొలకెత్తే పచ్చని ఆశే... నీలో ఉంటే చాలు సుమా!
50,ఒంటరిగా దిగులు బరువు మోయబోకు నేస్తం...మౌనం చూపిస్తుందా సమస్యలకు మార్గం?
51,చుక్కలు లెక్కపెడుతూ...మన చిక్కులు పోల్చుకుందాం...తక్కువే కదా అని తేలిక పడదాం!
52,తికమక మకతిక పరుగులు ఎటుకేసి నడవరా నరవరా నలుగురితో కలిసి
53,మనసులోనే నిలిచిపోకే మైమరపుల మధురిమా పెదవి దాటి వెలికి రాక బెదురెందుకే హృదయమా
54,వచ్చింది కదా అవకాశం ఓ మంచి మాట అనుకుందాం ఎందుకు ఆలస్యం అందర్నీరమ్మందాం
55,"పడదాం లేద్దాం పడుతూ లేస్తూ పోదాం మైకం నదిలో ముంచే స్వర్గం చూద్దాం"""
56,పున్నమి పువ్వై వికసిస్తున్నా వెన్నెల గువ్వై విహరిస్తున్నా
57,ఎదుట నిలిచింది చూడు జలతారు వెన్నెలేమో ఎదను తడిపింది నేడు చినుకంటి చిన్నదేమో
58,నీదే నీదే ప్రశ్న నీదే నీదే నీదే బదులు నీదే
59,ఎందుకో మది నమ్మదే ఇది ముందున్నది నిజమంతా నిజమే అన్న సంగతి
60,రా ముందడుగేద్దాం యుద్ధం అంటే అర్థం ఇది కాదంటూ సరిహద్దుల్నే చెరిపే సంకల్పం అవుదాం
61,ఎందుకు చెంతకు వస్తావో ఎందుకు చెయ్యొదిలెస్తావో స్నేహమా… చెలగాటమా
62,భగభగమని ఎగసిన మంటలు ఏ కాంతి కోసమో.. ధగ ధగమని మెరిసిన కత్తులు ఏ శాంతి కోసమో
63,తల ఎత్తి జీవించు తమ్ముడా తెలుగు నేలలో మొలకెత్తినానని
64,సూరీడు వచ్చిండు సూడయ్యో వెలుగు సూదుల్ని తెచ్చిండు సూడయ్యోవ్
65,ఆగే పీచే అలొచిస్తే సాగలేవోయ్ సందేహిస్తే సాహసం గా ముందడుగేస్తే ఈ క్షణం నీదిరా
66,ఒక విత్తనం మొలకెత్తడం సరికొత్తగా గమనించుదాం నిలువెత్తుగా తల ఎత్తడం నేర్పేందుకు అదే తొలి పాఠం
67,ఎవ్వరికీ కనబడదే ప్రేమది ఏ రూపం ఏ చెవికీ వినబడదే ప్రేమది ఏ రాగం
68,బదులు తోచని ప్రశ్నల తాకిడి ఏమిటో ఇలా అలలు ఆగని సంద్రములా మది మారితే ఎలా“
69,ఒక్కసారి ఫక్కుమంటూ నవ్వుకుందాం పక్కవారి చింత కొంత పంచుకుందాం
70,ఖబడ్దార్ అనీ కబురు పెట్టరా గుబులు పుట్టదా చెడు గుండెలో
71,ఆట ఆట నువు నిలబడి చూడకు ఏ చోట ఆట ఆట ఇది గెలవక తప్పని బతుకాట
72,నరనరాల్లో ఉత్సాహం ఉరకలేసే యువతరం జరుపుతుంటే పోరాటం దొరకదా విజయం
73,పూల ఘుమఘుమ చేరని ఓ మూల ఉంటే ఎలా తేనె మధురిమ చేదని ఆ మూతి ముడుపేంటలా
74,సాహసం శ్వాసగా సాగిపో సోదరా సాగరం ఈదడం తేలికేం కాదురా
75,పట్టుదలతో చేస్తే సమరం తప్పకుండ నీదే విజయం కష్టపడితే రాదా ఫలితం
76,ఎందుకే ఇలా గుండె లోపల ఇంత మంట రేపుతావు అందని కలా
77,ఐ యామ్‌ వెరీ సారీ అన్నాగా వందోసారి సరదాగా నవ్వేసెయ్ ఒకసారి
78,నువ్వంటే నాకిష్టమని అన్నది నా ప్రతి శ్వాస నువ్వేలే నా లోకమని అన్నది నా ప్రతి ఆశ
79,గుండెల్లో ఏముందో కళ్లల్లో తెలుస్తుంది పెదవుల్లో ఈ మౌనం నీ పేరే పిలుస్తోంది
80,నేలనడిగా పువ్వులనడిగా నీలి నింగి చుక్కలనడిగా ప్రేమించిన చెలి ఏదనీ
81,నిన్నలా మొన్నలా లేదురా ఇవాళ కాలమే స్పీడుగా ఉందిరా
82,పాటల పల్లకివై ఊరేగే చిరుగాలీ కంటికి కనపడవే నిన్నెక్కడ వెతకాలి
83,ఎక్కడ ఉన్నా పక్కన నువ్వే ఉన్నట్టుంటుంది చెలీ ఇదేం అల్లరి
